date,ticker,action,shares,price,capital
2026-03-06 16:42:46.900355,AAPL,sell,20.0,272.82470703125,5456.494140625
2026-03-06 16:42:46.900355,ABT,buy,12.187526009063873,125.14607238769533,1525.221012157227
2026-03-06 16:42:46.901364,C,buy,22.54803784603599,116.60221862792967,2629.151238554321
2026-03-06 16:42:46.901364,GOOGL,buy,9.483771654490168,313.8500061035156,2976.4817916460875
2026-03-06 16:42:46.902450,INTC,sell,76.84754793883661,37.29999923706055,2866.4134794885795
2026-03-06 16:42:46.902450,WFC,buy,1.2357227960850923e-14,93.84874725341795,1.1597103636507677e-12
2026-03-06 16:42:46.903472,WMT,buy,10.650943506597597,111.91999816894533,1192.0535777559433
