date,ticker,action,shares,price,capital
2026-03-06 16:42:46.895929,AAPL,sell,0.00446,272.82470703125,1.2167981933593752
2026-03-06 16:42:46.896948,ABT,buy,0.002518030236049985,125.14607238769533,0.315121594195117
2026-03-06 16:42:46.896948,C,buy,0.018678579367779682,116.60221862792967,2.177963795100983
2026-03-06 16:42:46.897953,DIS,sell,0.008504,114.79000091552734,0.9761741677856445
2026-03-06 16:42:46.897953,GOOGL,sell,0.002674734068397612,313.8500061035156,0.8394653036918717
2026-03-06 16:42:46.898965,INTC,buy,0.019179270335453226,37.29999923706055,0.7153867688797833
2026-03-06 16:42:46.898965,WFC,buy,1.0236609713384806e-17,93.84874725341795,9.60692997723334e-16
2026-03-06 16:42:46.898965,WMT,sell,0.0015728600448443955,111.91999816894533,0.17603449333899202
