Date,Close,High,Low,Open,Volume,return,log_return,vol_20,vol_60,rsi_14,macd,macd_signal,macd_hist,cum_return,rolling_max,drawdown,macd_up,macd_down,signal,position,asset_return,strategy_return,trade,cost,net_return,equity,equity_peak
2025-01-02,43.28742980957031,43.5806381105128,42.80852005963245,43.14082379492616,25610600,0.0077361180232224,0.0077063477014274,0.0117180679806541,0.016270263437457,33.57794866873593,-0.3248396505438222,-0.1736838236774384,-0.1511558268663838,1.3397361812263795,1.437009717022977,,False,False,0,0.0,,,,,,,
2025-01-03,43.795658111572266,43.83474981654267,43.15059837523895,43.737014961598064,23455700,0.0117407825837141,0.0116723943628933,0.0119987970454678,0.0163151662412262,39.3634555048442,-0.272459343213562,-0.1934389275846631,-0.0790204156288988,1.355465732449694,1.437009717022977,0.0,False,False,0,0.0,0.011740782583714138,0.0,0.0,0.0,0.0,1.0,1.0
2025-01-06,44.37230682373047,45.10532948891316,44.07909477498053,44.13773793039974,30518500,0.0131668009346761,0.0130808720616433,0.0119716208625732,0.016367903401117,47.80489817159467,-0.1823152240423127,-0.1912141868761931,0.0088989628338803,1.373312879922634,1.437009717022977,0.0,True,False,0,0.0,0.013166800934676148,0.0,0.0,0.0,0.0,1.0,1.0
2025-01-07,45.03691101074219,45.59400789685056,44.6166444154891,45.23238072433784,41111200,0.0149779047921008,0.0148668435790764,0.0125181041157584,0.0164171094489077,54.60030494445654,-0.0565949650548844,-0.1642903425119313,0.1076953774570468,1.393882229487881,1.437009717022977,0.0,False,False,0,0.0,0.014977904792100816,0.0,0.0,0.0,0.0,1.0,1.0
2025-01-08,45.16396713256836,45.21283456264833,44.65573765737561,44.86098682906498,40246000,0.00282115533625,0.0028171833461816,0.0118493591861126,0.0152170389860564,59.14829644514049,0.0526843013066411,-0.1208954137482168,0.173579715054858,1.3978145877777048,1.437009717022977,0.0,False,False,0,0.0,0.0028211553362500474,0.0,0.0,0.0,0.0,1.0,1.0
2025-01-10,44.0888671875,45.00758751666565,43.727243743769854,44.95872008832576,40741300,-0.0238043735598481,-0.0240922757274564,0.0130132846249618,0.0155694229397799,63.66725554876696,0.0519386106578636,-0.0863286088670007,0.1382672195248644,1.3645404871628393,1.437009717022977,0.0,False,False,0,0.0,-0.023804373559848102,-0.0,0.0,0.0,-0.0,1.0,1.0
2025-01-13,44.03999710083008,44.31365766569148,43.67836995058258,44.07908880413487,34353600,-0.0011084450517199,-0.0011090598312781,0.0128819188386225,0.0155636139632717,64.4329409492463,0.0468640186413367,-0.0596900833653332,0.10655410200667,1.3630279690119722,1.437009717022977,0.0,False,False,0,0.0,-0.0011084450517199196,-0.0,0.0,0.0,-0.0,1.0,1.0
2025-01-14,44.74370193481445,44.88053223469464,44.20615273027971,44.567776198298205,36379000,0.0159787665828685,0.0158524499052927,0.0134334529824559,0.0155686127527191,63.999991854510704,0.0984901339474646,-0.0280540399027737,0.1265441738502383,1.384807474774736,1.437009717022977,0.0,False,False,0,0.0,0.015978766582868564,0.0,0.0,0.0,0.0,1.0,1.0
2025-01-15,46.03382110595703,46.38567257584752,45.77970822678391,46.0533688241005,57154800,0.0288335366846066,0.0284256718359832,0.0147395720950224,0.0159459503274562,73.63769827081751,0.2407310398317648,0.025702976044134,0.2150280637876308,1.4247363718997708,1.437009717022977,0.0,False,False,-1,0.0,0.028833536684606642,0.0,0.0,0.0,0.0,1.0,1.0
2025-01-16,45.584232330322266,46.43453751808283,44.78279457112803,45.93608378135307,56339300,-0.0097664883086706,-0.0098144932712678,0.0149037949056986,0.0159799726694107,66.71597436692439,0.31356533966391,0.0832754487680892,0.2302898908958207,1.4108217007806738,1.437009717022977,0.0,False,False,0,0.0,-0.009766488308670662,-0.0,0.0,0.0,-0.0,1.0,1.0
2025-01-17,45.47672271728516,45.818802181213485,45.03691212249228,45.55491358733023,44486100,-0.0023584824738966,-0.002361268074408,0.0147242576728232,0.0158674376694921,64.77611662068458,0.35847959017714,0.1383162770498993,0.2201633131272406,1.4074943025255895,1.437009717022977,0.0,False,False,0,0.0,-0.0023584824738966947,-0.0,0.0,0.0,-0.0,1.0,1.0
2025-01-21,45.60377883911133,46.08268857440213,45.48649626799049,45.56468340595581,52089100,0.0027938715508597,0.0027899759459311,0.0120220468412305,0.0158031054485714,67.52264444956731,0.3997191113781682,0.1905968439155531,0.209122267462615,1.411426660815413,1.437009717022977,0.0,False,False,0,0.0,0.00279387155085975,0.0,0.0,0.0,0.0,1.0,1.0
2025-01-22,44.75347518920898,45.672195529396745,44.72415174917661,45.54513723151205,40296200,-0.0186454647300653,-0.0188214828005608,0.0129518684787882,0.0160229471530968,63.314450176162296,0.3596435834223328,0.2244061918169091,0.1352373916054237,1.3851099547921053,1.437009717022977,0.0,False,False,0,0.0,-0.018645464730065342,-0.0,0.0,0.0,-0.0,1.0,1.0
2025-01-23,45.33989334106445,45.82857510370295,45.007589593336434,45.007589593336434,35324100,0.0131032986684545,0.013018193086856,0.0126792043825597,0.0160757123002875,66.01050749338864,0.3709266709733683,0.2537102876482009,0.1172163833251673,1.4032594642183958,1.437009717022977,0.0,False,False,0,0.0,0.0131032986684545,0.0,0.0,0.0,0.0,1.0,1.0
2025-01-24,45.46694946289063,45.799253194682805,45.10532601981689,45.18351315934964,24655100,0.0028023030594803,0.0027983839282836,0.0125061966646925,0.0158722380542164,65.04722635995697,0.3856751433487915,0.280103258788319,0.1055718845604724,1.4071918225082198,1.437009717022977,0.0,False,False,0,0.0,0.002802303059480371,0.0,0.0,0.0,0.0,1.0,1.0
2025-01-27,46.024044036865234,46.07291146266324,45.33011689683511,45.49626689021742,44260000,0.0122527370002971,0.0121782798042722,0.0125459565585342,0.0158006940199763,65.28148520974443,0.4372756487651301,0.3115377367836813,0.1257379119814488,1.424433773818382,1.437009717022977,0.0,False,False,0,0.0,0.012252737000297165,0.0,0.0,0.0,0.0,1.0,1.0
2025-01-28,45.77970504760742,46.3661216378038,45.65264675267144,46.01427392069343,27156600,-0.0053089421925222,-0.0053230847028449,0.0126814661337496,0.0158197509459262,60.11233337335058,0.4532287675549185,0.3398759429379288,0.1133528246169897,1.4168715372561038,1.437009717022977,0.0,False,False,0,0.0,-0.0053089421925222036,-0.0,0.0,0.0,-0.0,1.0,1.0
