Date,Close,High,Low,Open,Volume,return,log_return,vol_20,vol_60,rsi_14,macd,macd_signal,macd_hist,cum_return,rolling_max,drawdown,macd_up,macd_down,signal,position,asset_return,strategy_return,trade,cost,net_return,equity,equity_peak
2025-01-02,68.36122131347656,69.35464222571936,67.94242454749094,68.6436663352448,8303300.0,-0.0007115277079818,-0.0007117809639609,0.013521509332244,0.0224236710025183,43.27935008016465,-0.247243637330996,-0.01137023399467,-0.235873403336326,7.119726771972544,7.846001131894816,,False,False,0,0.0,,,,,,,
2025-01-03,69.4520263671875,69.55916092828836,67.92293277674372,68.5170399135351,9152800.0,0.0159564886751941,0.0158305221321333,0.013824449578074,0.0224780229171715,52.3588952787311,-0.1921773665034578,-0.0475316604964275,-0.1446457060070302,7.233332611580001,7.846001131894816,0.0,False,False,0,0.0,0.01595648867519417,0.0,0.0,0.0,0.0,1.0,1.0
2025-01-06,70.15327453613281,71.34148891931844,69.66630191552314,70.05588149813337,15565600.0,0.0100968712595637,0.0100462383920749,0.0138976361153784,0.0224918655070033,57.11726976014183,-0.0909041964919055,-0.0562061676955231,-0.0346980287963823,7.306366639736728,7.846001131894816,0.0,False,False,0,0.0,0.010096871259563711,0.0,0.0,0.0,0.0,1.0,1.0
2025-01-07,69.7247314453125,71.22460790506094,69.64682147865163,71.06878054112723,13522000.0,-0.0061086683929427,-0.0061274026408808,0.0137296314437759,0.0225303065882331,48.06352367357576,-0.0447089486395526,-0.053906723884329,0.0091977752447764,7.261734468777317,7.846001131894816,0.0,True,False,0,0.0,-0.006108668392942773,-0.0,0.0,0.0,-0.0,1.0,1.0
2025-01-08,69.70525360107422,70.20196770467376,69.20853949747467,69.64681927027841,16544700.0,-0.0002793534494077,-0.0002793924758508,0.0127892999046467,0.0214677103546016,54.26003337138843,-0.0095603750917234,-0.0450374541258079,0.0354770790340844,7.259705878204781,7.846001131894816,0.0,False,False,0,0.0,-0.00027935344940777096,-0.0,0.0,0.0,-0.0,1.0,1.0
2025-01-10,68.13720703125,69.08193508814735,67.53335831688975,69.05271792030308,14466600.0,-0.022495385768169,-0.0227522666919863,0.0136158184057944,0.0216084202938357,57.07546211190452,-0.1069997048041528,-0.0574299042614769,-0.0495698005426759,7.096395993911121,7.846001131894816,0.0,False,True,-1,0.0,-0.022495385768169007,-0.0,0.0,0.0,-0.0,1.0,1.0
2025-01-13,68.6923599243164,68.77027733064743,67.7476318067381,68.07877706833851,10439800.0,0.008147573363431,0.0081145610796893,0.0137251850786524,0.0215678583701812,59.37505190998132,-0.137835989265227,-0.0735111212622269,-0.064324868003,7.15421440088747,7.846001131894816,0.0,False,False,0,0.0,0.008147573363431082,0.0,0.0,0.0,0.0,1.0,1.0
2025-01-14,69.33516693115234,69.5981288875488,68.45861469214285,69.5981288875488,21909800.0,0.009357765660463,0.0093142530148453,0.0136653730876272,0.0215363473131238,55.22762397721448,-0.1091466390610378,-0.0806382248219891,-0.0285084142390487,7.221161862735686,7.846001131894816,0.0,False,False,0,0.0,0.009357765660463091,0.0,0.0,0.0,0.0,1.0,1.0
2025-01-15,73.97113800048828,74.81847303424846,71.73106840701527,73.39651387562319,33482900.0,0.0668631990738453,0.0647227532975147,0.0201073250377537,0.0230944179032632,71.31600292845653,0.2843956623742798,-0.0076314473827353,0.2920271097570152,7.7039918459082415,7.846001131894816,0.0,True,False,-1,0.0,0.0668631990738453,0.0,0.0,0.0,0.0,1.0,1.0
2025-01-16,73.97113800048828,74.4483765180953,72.74397234821664,73.87374496261772,22897900.0,0.0,0.0,0.0196724700639846,0.0230936742498232,68.72854453819063,0.5894855491127942,0.1117919519163705,0.4776935971964235,7.7039918459082415,7.846001131894816,0.0,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
